"","X","eyeBlinkLeft","eyeLookDownLeft","eyeLookInLeft","eyeLookOutLeft","eyeLookUpLeft","eyeSquintLeft","eyeWideLeft","eyeBlinkRight","eyeLookDownRight","eyeLookInRight","eyeLookOutRight","eyeLookUpRight","eyeSquintRight","eyeWideRight","jawForward","jawLeft","jawRight","jawOpen","mouthClose","mouthFunnel","mouthPucker","mouthLeft","mouthRight","mouthSmileLeft","mouthSmileRight","mouthFrownLeft","mouthFrownRight","mouthDimpleLeft","mouthDimpleRight","mouthStretchLeft","mouthStretchRight","mouthRollLower","mouthRollUpper","mouthShrugLower","mouthShrugUpper","mouthPressLeft","mouthPressRight","mouthLowerDownLeft","mouthLowerDownRight","mouthUpperUpLeft","mouthUpperUpRight","browDownLeft","browDownRight","browInnerUp","browOuterUpLeft","browOuterUpRight","cheekPuff","cheekSquintLeft","cheekSquintRight","noseSneerLeft","noseSneerRight","tongueOut","timeStamp","accurateTime","stressLevel"
"111",6498,0.1216927,0.1533184,0.08587613,0,0,0.2968467,2.341498e-06,0.1216185,0.1543586,0.02459583,0,0,0.2968185,2.368279e-06,0.08466344,1.01246e-05,0.03076605,0.1075318,0.01377183,0.1029279,0.03426979,0.000503471,0.004355911,0.542511,0.5320593,2.420806e-08,2.844624e-08,0.08887396,0.07602282,0.0939989,0.09109635,0.027846,0.03610854,0.07737164,0.4501656,0.05746142,0.05379521,0.2283558,0.2200529,0.290687,0.2776297,0.2974637,0.2969594,0.07458334,-1.261169e-44,-1.261169e-44,0.008212727,0.219301,0.2136759,0.1800858,0.1807719,5.915323e-05,1378342," 437718:22:58.342",1
"112",6499,0.126525,0.1546046,0.08306124,0,0,0.3006005,2.154899e-06,0.1264254,0.1556284,0.02744882,0,0,0.3005757,2.179546e-06,0.08495566,9.317753e-06,0.03045193,0.1084264,0.01379555,0.1030927,0.03425345,0.0004633486,0.00428019,0.5430436,0.5320919,2.227888e-08,2.61793e-08,0.08890474,0.07607583,0.09427205,0.09125008,0.02783588,0.03612043,0.07710516,0.4501249,0.05727939,0.05371365,0.2288504,0.2204116,0.2911183,0.2780113,0.3031366,0.3026372,0.07431778,-1.261169e-44,-1.261169e-44,0.008176188,0.2212093,0.2153327,0.1804395,0.1810717,6.216184e-05,1378358," 437718:22:58.358",1
"113",6500,0.1287878,0.1552865,0.081193,0,0,0.3039476,1.983171e-06,0.1286722,0.1562989,0.02932956,0,0,0.3039265,2.005854e-06,0.08516473,8.575203e-06,0.03020726,0.1092058,0.01382667,0.1032475,0.03425495,0.0004264235,0.004082175,0.5429331,0.5287136,2.050343e-08,2.409302e-08,0.08888321,0.07605946,0.09452876,0.09140163,0.02781434,0.03613833,0.07681586,0.4501812,0.05708876,0.05361687,0.2294249,0.2208211,0.2914875,0.2782571,0.3091249,0.3086369,0.07398593,-1.261169e-44,-1.261169e-44,0.008140718,0.2225297,0.2163818,0.1808068,0.1813597,5.698417e-05,1378375," 437718:22:58.375",1
"114",6501,0.1297669,0.1547407,0.08011883,0,0,0.3071828,1.825128e-06,0.1296457,0.1557459,0.03039517,0,0,0.3071662,1.846003e-06,0.08529291,7.891827e-06,0.02992065,0.1097791,0.01384524,0.1033507,0.03425784,0.0003924411,0.004031337,0.5428163,0.5276942,1.886947e-08,2.2173e-08,0.08889427,0.07608539,0.09473551,0.09150111,0.0277966,0.03614322,0.07661164,0.4502126,0.05693558,0.05354451,0.2298582,0.2211586,0.2917571,0.2785113,0.3128575,0.3124054,0.07360468,-1.261169e-44,-1.261169e-44,0.008109368,0.2236245,0.2172888,0.1811083,0.181648,4.311717e-05,1378392," 437718:22:58.392",1
"115",6502,0.1299698,0.151451,0.07849173,0,0,0.3157113,1.67968e-06,0.1298463,0.152443,0.03196226,0,0,0.3157036,1.698891e-06,0.08552896,7.262912e-06,0.02956817,0.1102708,0.01384711,0.1034731,0.03420563,0.0003611667,0.00397763,0.5438327,0.5285555,1.736572e-08,2.040599e-08,0.08901286,0.07619184,0.09505508,0.09165613,0.02778792,0.03615277,0.07633135,0.4500438,0.05677455,0.05345749,0.2304074,0.2216176,0.2918582,0.2786256,0.3148626,0.3144308,0.07321216,-1.261169e-44,-1.261169e-44,0.008080821,0.2252449,0.2187006,0.1812717,0.1818192,3.548525e-05,1378408," 437718:22:58.408",1
"116",6503,0.1298961,0.1491906,0.07847264,0,0,0.3213196,1.545823e-06,0.1297746,0.1501806,0.03192992,0,0,0.3213162,1.563503e-06,0.08569448,6.684116e-06,0.02920731,0.1105537,0.01383365,0.1033747,0.03412747,0.0003323846,0.003949489,0.5445666,0.5294013,1.598182e-08,1.87798e-08,0.08916924,0.07633527,0.09531286,0.09176392,0.02781124,0.03614212,0.07611112,0.4497564,0.05663231,0.05338734,0.230739,0.2219085,0.2918248,0.2786531,0.3166137,0.3162036,0.07282566,-1.261169e-44,-1.261169e-44,0.008053211,0.2264261,0.2197104,0.1814772,0.1820631,3.561577e-05,1378425," 437718:22:58.425",1
"117",6504,0.1297359,0.1477292,0.07861543,0,0,0.3244225,1.422633e-06,0.1296165,0.1487188,0.03176385,0,0,0.3244208,1.438905e-06,0.08579296,6.151445e-06,0.02883747,0.1107519,0.01381846,0.1032449,0.03404658,0.0003058962,0.003932157,0.5451944,0.5300893,1.470819e-08,1.72832e-08,0.08930994,0.07647203,0.0955228,0.09181636,0.02782054,0.03614075,0.07588,0.449312,0.0564868,0.05331947,0.2310319,0.2221587,0.2916469,0.2785603,0.3179456,0.317548,0.0724395,-1.261169e-44,-1.261169e-44,0.00802598,0.2273604,0.2205884,0.1816146,0.1822317,3.591407e-05,1378442," 437718:22:58.442",1
"118",6505,0.1297354,0.1487073,0.07789925,0,0,0.3259375,1.309261e-06,0.1296164,0.1496935,0.03249973,0,0,0.3259367,1.324235e-06,0.08590556,5.661224e-06,0.02847233,0.1108939,0.01379709,0.1031444,0.03397591,0.0002815187,0.003854409,0.5463705,0.5311987,1.353607e-08,1.590587e-08,0.08945209,0.0766182,0.09567378,0.09183391,0.02781755,0.03612355,0.07568721,0.4489111,0.05636927,0.05328579,0.2314289,0.2224627,0.2917531,0.2787047,0.3189395,0.3185457,0.07206647,-1.261169e-44,-1.261169e-44,0.007994412,0.2282105,0.2213888,0.1819346,0.1825458,3.364213e-05,1378458," 437718:22:58.458",1
"119",6506,0.129744,0.1485521,0.07688949,0,0,0.3264514,1.204923e-06,0.1296248,0.149532,0.0335023,0,0,0.3264509,1.218704e-06,0.0860109,5.21007e-06,0.02812559,0.1110151,0.01376965,0.1030595,0.03389177,0.0002590839,0.00375849,0.5471788,0.5319835,1.245735e-08,1.46383e-08,0.0895795,0.07675994,0.09579904,0.091846,0.027814,0.0360768,0.0755336,0.448715,0.05626971,0.05326261,0.2318524,0.2227855,0.2920285,0.2789994,0.3194594,0.3190677,0.07177735,-1.261169e-44,-1.261169e-44,0.007964882,0.2288001,0.2219532,0.1822274,0.1828314,3.007869e-05,1378475," 437718:22:58.475",1
"120",6507,0.1301577,0.1495093,0.07552639,0,0,0.3264767,1.108901e-06,0.1300379,0.1504816,0.03486467,0,0,0.3264765,1.121584e-06,0.08603928,4.794869e-06,0.02777332,0.1110513,0.01374158,0.10301,0.03382451,0.000238437,0.003641426,0.5479062,0.5326065,1.14646e-08,1.347174e-08,0.0896648,0.07688719,0.09583894,0.09180418,0.0277913,0.03603083,0.07540646,0.4485289,0.05619669,0.05328005,0.2323374,0.2231503,0.2924081,0.2793936,0.3199569,0.3195687,0.07151169,-1.261169e-44,-1.261169e-44,0.007935598,0.2293906,0.2225173,0.1826282,0.183208,2.417355e-05,1378492," 437718:22:58.492",1
"121",6508,0.1305297,0.1507249,0.07381053,0,0,0.3262885,1.02053e-06,0.1304061,0.1516876,0.0366113,0,0,0.3262884,1.032202e-06,0.08602377,4.412757e-06,0.0274156,0.1110044,0.01371941,0.1029818,0.03381475,0.0002591083,0.003422982,0.5483424,0.5328315,1.055097e-08,1.239815e-08,0.08972653,0.07700442,0.09576914,0.09166199,0.02777781,0.03600872,0.07538339,0.448369,0.05618193,0.05336817,0.232763,0.2234234,0.2927223,0.2796765,0.3204238,0.3200382,0.07127067,-1.261169e-44,-1.261169e-44,0.007918321,0.2299147,0.2229929,0.1830142,0.1835587,1.749562e-05,1378508," 437718:22:58.508",1
"122",6509,0.1309543,0.1512405,0.07258956,0,0,0.3260312,9.39202e-07,0.1308271,0.1521959,0.0378717,0,0,0.3260323,9.49944e-07,0.08604686,4.061096e-06,0.02692874,0.111039,0.01371009,0.1030445,0.03382052,0.0003131141,0.0031886,0.5485228,0.5328282,9.710139e-09,1.141012e-08,0.08971271,0.07707025,0.09570298,0.09149842,0.02775032,0.03606891,0.07530827,0.4481431,0.05614818,0.05345197,0.2331221,0.2236377,0.2927618,0.2797598,0.3208909,0.3205116,0.07109462,-1.261169e-44,-1.261169e-44,0.007910978,0.2302685,0.2233498,0.1830756,0.1836115,1.564806e-05,1378525," 437718:22:58.525",1
"123",6510,0.1315346,0.1537464,0.07121995,0,0,0.3254787,8.643551e-07,0.131401,0.154695,0.03931635,0,0,0.3254806,8.742411e-07,0.08599007,3.737459e-06,0.02658045,0.1108285,0.01367886,0.1028781,0.03381136,0.000512257,0.00295505,0.5488313,0.5327749,8.936319e-09,1.050083e-08,0.08974244,0.07715431,0.09557414,0.09131455,0.02775782,0.03608209,0.07534019,0.4479103,0.0561415,0.05355603,0.2332861,0.2236267,0.2929175,0.2798343,0.3213584,0.3209807,0.07095835,-1.261169e-44,-1.261169e-44,0.007907225,0.2305922,0.2236186,0.1832156,0.1837273,1.39403e-05,1378542," 437718:22:58.542",1
"124",6511,0.1320177,0.1561231,0.06891281,0,0,0.3246511,7.954729e-07,0.1318779,0.1570582,0.04173487,0,0,0.3246561,8.045711e-07,0.08594826,3.439613e-06,0.02623345,0.1106559,0.01365494,0.1026874,0.03381373,0.0007308575,0.002730558,0.549631,0.5330905,8.224166e-09,9.663994e-09,0.08978403,0.07727049,0.09548422,0.09116332,0.02776741,0.03607849,0.07536113,0.4474732,0.05610055,0.05365082,0.2335119,0.2236318,0.2930913,0.2799284,0.3217956,0.3214198,0.07084978,-1.261169e-44,-1.261169e-44,0.007899296,0.2309941,0.2239887,0.1834658,0.1839448,1.656552e-05,1378558," 437718:22:58.558",1
"125",6512,0.1323573,0.1578892,0.06949046,0,0,0.3226473,7.320801e-07,0.1322156,0.1588292,0.04122392,0,0,0.322655,7.404532e-07,0.08593043,3.165504e-06,0.02578038,0.1105815,0.01362771,0.1023916,0.03376793,0.0008182796,0.002518843,0.5519328,0.5353136,7.568766e-09,8.893851e-09,0.08986007,0.07743184,0.09547961,0.09108958,0.02780045,0.03602269,0.07533722,0.4470379,0.05602945,0.05371499,0.2337985,0.2237524,0.2933247,0.2802118,0.3218746,0.3215037,0.07082761,-1.261169e-44,-1.261169e-44,0.00788371,0.2312584,0.2242714,0.1836489,0.1841606,2.2707e-05,1378575," 437718:22:58.575",1
"126",6513,0.1333519,0.1614733,0.07019031,0,0,0.3193233,6.737392e-07,0.1332155,0.1624197,0.0406036,0,0,0.3193297,6.81445e-07,0.08589619,2.913239e-06,0.02543472,0.1106109,0.01359864,0.1021058,0.0337039,0.0008801048,0.002321264,0.5529936,0.5362307,6.965596e-09,8.185082e-09,0.08988563,0.07752021,0.09547218,0.09104821,0.02781688,0.03594878,0.07521756,0.4467951,0.05594768,0.0537383,0.2342372,0.2240297,0.2937163,0.2806224,0.3218651,0.3214985,0.07082413,-1.261169e-44,-1.261169e-44,0.00786099,0.2313572,0.2243945,0.1837324,0.1842828,2.96876e-05,1378592," 437718:22:58.592",1
"127",6514,0.1338955,0.1629697,0.07069919,0,0,0.3119543,6.200476e-07,0.1337617,0.1639202,0.04011308,0,0,0.3119569,6.271393e-07,0.08589937,2.681077e-06,0.02514785,0.1106411,0.0135704,0.1019779,0.03363257,0.0008614467,0.002170393,0.5533786,0.5365959,6.410494e-09,7.532797e-09,0.08994816,0.07763206,0.09548712,0.09103839,0.02783007,0.03589018,0.07516456,0.4467563,0.05592633,0.05379339,0.2346064,0.2242694,0.294152,0.281116,0.3213825,0.3210205,0.07084458,-1.261169e-44,-1.261169e-44,0.007847463,0.2311016,0.2241979,0.1837334,0.1843111,3.525227e-05,1378608," 437718:22:58.608",1
"128",6515,0.1342116,0.1637637,0.07068277,0,0,0.3058165,5.706348e-07,0.1340795,0.1647147,0.04017282,0,0,0.3058154,5.771614e-07,0.08593407,2.467417e-06,0.02482333,0.1107853,0.01354617,0.101894,0.03355187,0.0008203504,0.002127061,0.5535426,0.5369127,5.899629e-09,6.932493e-09,0.08999798,0.07773324,0.09553359,0.09104028,0.02783852,0.03582624,0.07507683,0.4468189,0.05589905,0.05383534,0.2349686,0.2245426,0.2945419,0.2816216,0.3196267,0.3192835,0.0709248,-1.261169e-44,-1.261169e-44,0.007834788,0.2306484,0.2238627,0.1835259,0.184142,3.604486e-05,1378625," 437718:22:58.625",1
"129",6516,0.134389,0.1640442,0.07132214,0,0,0.3025672,5.251598e-07,0.134259,0.1649996,0.03953769,0,0,0.3025649,5.311663e-07,0.08585497,2.270783e-06,0.02452614,0.1108745,0.01352928,0.1017816,0.03348733,0.0007697233,0.00210002,0.5527602,0.5366124,5.429476e-09,6.380029e-09,0.08994827,0.07772899,0.09549454,0.09096756,0.02782137,0.03578451,0.07497408,0.4469707,0.05585474,0.05384324,0.235194,0.2247424,0.2946521,0.281869,0.3186116,0.3182811,0.07099185,-1.261169e-44,-1.261169e-44,0.00782042,0.2300673,0.223387,0.1832203,0.1838892,3.518391e-05,1378642," 437718:22:58.642",1
"130",6517,0.1345124,0.1636925,0.07214253,0,0,0.3009967,4.833088e-07,0.134386,0.1646536,0.03873335,0,0,0.3009939,4.888367e-07,0.08579978,2.08982e-06,0.02426851,0.1110022,0.0135257,0.1017799,0.03343536,0.0007162765,0.002168462,0.5489439,0.5349128,4.99679e-09,5.871592e-09,0.08982123,0.07765703,0.09546399,0.09090555,0.02778282,0.03579399,0.07479215,0.4471867,0.05578362,0.05381221,0.2354356,0.2250195,0.2944393,0.281841,0.3176371,0.317326,0.0710763,-1.261169e-44,-1.261169e-44,0.007808003,0.2290386,0.222795,0.1827624,0.1834993,3.20325e-05,1378658," 437718:22:58.658",1
"131",6518,0.1344849,0.1632653,0.0737015,0,0,0.3003551,4.447929e-07,0.1343639,0.1642366,0.03718418,0,0,0.3003522,4.498803e-07,0.08570877,1.923278e-06,0.02404031,0.1110926,0.01353136,0.1018322,0.03344675,0.0006634202,0.002306194,0.5457695,0.5332034,4.598586e-09,5.403673e-09,0.08966725,0.0775514,0.09539876,0.090813,0.02773663,0.03583757,0.07468416,0.4473483,0.05573387,0.05379056,0.2355101,0.225186,0.2940942,0.281721,0.3171979,0.316897,0.07105778,-1.261169e-44,-1.261169e-44,0.007804123,0.2283553,0.2223315,0.1823152,0.183136,2.730995e-05,1378675," 437718:22:58.675",1
"132",6519,0.1346449,0.1624455,0.07499406,0,0,0.30048,4.093465e-07,0.1345304,0.163425,0.03587583,0,0,0.300477,4.140285e-07,0.08559825,1.770008e-06,0.02391222,0.1111713,0.01354797,0.1019931,0.03348709,0.0006128125,0.002425901,0.5393865,0.5267745,4.232116e-09,4.973044e-09,0.0894612,0.07738225,0.09531088,0.09070914,0.02767624,0.03593641,0.07454798,0.447558,0.05570012,0.05376427,0.2355735,0.2253552,0.2935437,0.281367,0.3170473,0.316755,0.07099694,-1.261169e-44,-1.261169e-44,0.007808753,0.2277089,0.2218706,0.1818029,0.1826793,2.273561e-05,1378692," 437718:22:58.692",1
"133",6520,0.1348047,0.1614083,0.07669201,0,0,0.3008974,3.767248e-07,0.1346969,0.1623983,0.03415511,0,0,0.3008945,3.810337e-07,0.08545615,1.628953e-06,0.02383003,0.1112026,0.01355932,0.102051,0.03353038,0.0005651868,0.002568853,0.5362631,0.5237767,3.89485e-09,4.576732e-09,0.0892415,0.07719543,0.09521942,0.09061358,0.02761697,0.03602944,0.07442158,0.4477402,0.05565247,0.05370848,0.2354799,0.2253993,0.2929751,0.2809958,0.3171542,0.3168692,0.07091612,-1.261169e-44,-1.261169e-44,0.007809715,0.2271429,0.2214554,0.1812905,0.1822285,1.927039e-05,1378708," 437718:22:58.708",1
"134",6521,0.1349386,0.1608221,0.07789174,0,0,0.3012948,3.467029e-07,0.134837,0.1618197,0.03293841,0,0,0.301292,3.506684e-07,0.08533398,1.499138e-06,0.02367043,0.1112874,0.01357238,0.1022341,0.03359139,0.0005207938,0.002596023,0.5348153,0.5223257,3.584462e-09,4.212004e-09,0.08903291,0.07700183,0.0951379,0.09049187,0.02753951,0.03613831,0.07426357,0.4478924,0.0556152,0.05367241,0.235533,0.225546,0.2924832,0.2806648,0.3171005,0.3168215,0.07087465,-1.261169e-44,-1.261169e-44,0.007813458,0.2266898,0.2211235,0.1806868,0.1816823,1.712073e-05,1378725," 437718:22:58.725",1
"135",6522,0.1351551,0.1605071,0.07741055,0,0,0.3016044,3.190735e-07,0.135058,0.1615012,0.03342241,0,0,0.3016019,3.227229e-07,0.08522034,1.379669e-06,0.02355713,0.1112905,0.01357721,0.1024254,0.03366445,0.0004796375,0.002526256,0.5338839,0.5212526,3.298809e-09,3.876341e-09,0.08885872,0.07684084,0.09499592,0.09033065,0.02747639,0.03626415,0.07419862,0.4480889,0.05563836,0.05369575,0.2354505,0.2255058,0.2920242,0.2802912,0.3170279,0.3167545,0.07085539,-1.261169e-44,-1.261169e-44,0.007830045,0.2262348,0.2207658,0.1800131,0.1810408,1.71798e-05,1378742," 437718:22:58.742",1
"136",6523,0.1353652,0.1594876,0.07670437,0,0,0.3019971,2.936459e-07,0.1352716,0.1604763,0.03412526,0,0,0.3019949,2.970045e-07,0.08517554,1.26972e-06,0.02346634,0.1112568,0.01357724,0.1025885,0.03370581,0.0004415999,0.002422257,0.5333434,0.5205328,3.03592e-09,3.567427e-09,0.08871745,0.07671525,0.09493785,0.09024517,0.02742895,0.03637841,0.07414455,0.4482179,0.05563963,0.05370332,0.2352929,0.2253583,0.2916247,0.2799316,0.3169671,0.3166973,0.07086378,-1.261169e-44,-1.261169e-44,0.007845993,0.2258028,0.2204175,0.179468,0.1804994,1.629563e-05,1378758," 437718:22:58.758",1
"137",6524,0.1357096,0.159209,0.07479137,0,0,0.3020772,2.702446e-07,0.135617,0.1601851,0.03605303,0,0,0.3020759,2.733356e-07,0.08511277,1.168534e-06,0.02334341,0.1111919,0.01357559,0.1026302,0.03372881,0.0004625833,0.002272315,0.5330673,0.5199772,2.793982e-09,3.283132e-09,0.08857031,0.07662012,0.09486625,0.09016377,0.02738834,0.03648906,0.07406811,0.448166,0.05562409,0.05372058,0.2351177,0.2251387,0.2912229,0.2795376,0.3170031,0.3167368,0.07088692,-1.261169e-44,-1.261169e-44,0.00785719,0.2253917,0.2200723,0.1789548,0.1799739,1.786367e-05,1378775," 437718:22:58.775",1
"138",6525,0.1361664,0.1598184,0.07333317,0,0,0.3019119,2.487083e-07,0.1360742,0.1607852,0.03752311,0,0,0.3019117,2.51553e-07,0.08503073,1.075411e-06,0.0231993,0.1111382,0.0135784,0.1026386,0.03376044,0.0005526378,0.002114295,0.5325619,0.518493,2.571324e-09,3.021493e-09,0.08840861,0.07649916,0.09482428,0.09009948,0.02735005,0.03661075,0.07400535,0.4481651,0.05559973,0.0537344,0.2348447,0.224802,0.2907804,0.2790822,0.3170117,0.3167496,0.07093427,-1.261169e-44,-1.261169e-44,0.007869938,0.2249081,0.2196305,0.1783706,0.1793784,1.884349e-05,1378792," 437718:22:58.792",1
"139",6526,0.1372451,0.1612001,0.07070445,0,0,0.3019915,2.288882e-07,0.1371562,0.1621502,0.04017667,0,0,0.3019928,2.315062e-07,0.08498576,9.897095e-07,0.02315324,0.1110583,0.01359254,0.1026755,0.03381697,0.0006781139,0.001958148,0.5311129,0.5143396,2.36641e-09,2.780704e-09,0.08817532,0.07633346,0.09483393,0.09010796,0.02730224,0.03675039,0.07390861,0.4481658,0.05553278,0.05370774,0.234654,0.22453,0.2903014,0.2785597,0.3171782,0.3169205,0.07099976,-1.261169e-44,-1.261169e-44,0.007880623,0.2244577,0.219212,0.177955,0.1789372,2.024511e-05,1378808," 437718:22:58.808",1
"140",6527,0.138015,0.1617043,0.06988215,0,0,0.3019472,2.106477e-07,0.1379278,0.1626494,0.04100927,0,0,0.3019502,2.13057e-07,0.08491326,9.108376e-07,0.02308232,0.1110819,0.01360367,0.1027042,0.03382856,0.0007881765,0.001808708,0.5302777,0.5126919,2.177826e-09,2.559104e-09,0.08792009,0.07614402,0.09487465,0.09014345,0.0272322,0.03687004,0.07367982,0.4481925,0.05540802,0.05362371,0.2346615,0.2244646,0.2897705,0.2780135,0.3172376,0.316986,0.07106838,-1.261169e-44,-1.261169e-44,0.007878088,0.2239256,0.2187485,0.1774312,0.1784056,1.993896e-05,1378825," 437718:22:58.825",1
"141",6528,0.1383843,0.1619916,0.06804712,0,0,0.301609,1.938607e-07,0.1382969,0.1629244,0.04284178,0,0,0.3016131,1.960781e-07,0.08483216,8.382512e-07,0.02309621,0.111099,0.01360639,0.1026584,0.03381744,0.0009521123,0.001668105,0.5296619,0.5115228,2.004271e-09,2.355165e-09,0.08768255,0.07596178,0.09489951,0.09017272,0.02716466,0.03694449,0.07344703,0.4482742,0.05527726,0.05352234,0.234756,0.2244465,0.2894045,0.2775509,0.317355,0.3171079,0.07110352,-1.261169e-44,-1.261169e-44,0.007869306,0.2233348,0.2181991,0.1769099,0.1778594,1.831304e-05,1378842," 437718:22:58.842",1
"142",6529,0.1386249,0.162561,0.06679948,0,0,0.3012279,1.784116e-07,0.1385365,0.1634856,0.04408849,0,0,0.3012332,1.804522e-07,0.08479696,7.714493e-07,0.02305322,0.1110909,0.01360431,0.1026052,0.03379567,0.001175636,0.001537064,0.5294186,0.5108966,1.844546e-09,2.167477e-09,0.08748902,0.07582158,0.09494746,0.09021813,0.02710458,0.03700314,0.07322234,0.4482478,0.05514216,0.05343191,0.2349428,0.2244972,0.2891181,0.2771678,0.3174328,0.3171893,0.07113577,-1.261169e-44,-1.261169e-44,0.007858548,0.2228287,0.217702,0.1765009,0.1774237,1.540621e-05,1378858," 437718:22:58.858",1
"143",6530,0.1386978,0.1629898,0.06575557,0,0,0.3005762,1.641936e-07,0.1386089,0.1639073,0.04513165,0,0,0.3005838,1.660716e-07,0.08481193,7.099709e-07,0.02291147,0.1111948,0.01359541,0.1024947,0.0337267,0.001355355,0.001415585,0.5295793,0.5108732,1.697551e-09,1.994746e-09,0.08736245,0.07573912,0.09507508,0.09032243,0.0270617,0.03700996,0.07295118,0.4482317,0.05499153,0.05332716,0.2352408,0.2246716,0.2889753,0.2769885,0.3172022,0.3169642,0.07122906,-1.261169e-44,-1.261169e-44,0.007841296,0.2222234,0.2171309,0.1760077,0.176938,1.098644e-05,1378875," 437718:22:58.875",1
"144",6531,0.1387982,0.1636777,0.06414279,0,0,0.2981068,1.511087e-07,0.1387059,0.1645849,0.04676209,0,0,0.2981151,1.528371e-07,0.08475807,6.53392e-07,0.02279068,0.1112225,0.01358743,0.1024361,0.03369824,0.001649693,0.001303317,0.5293158,0.5103623,1.56227e-09,1.835781e-09,0.0871928,0.075597,0.0951323,0.09034817,0.02700051,0.0370508,0.07272633,0.4482659,0.05486361,0.05323871,0.2354795,0.2247455,0.2887475,0.2766658,0.3168394,0.3166057,0.07133202,-1.261169e-44,-1.261169e-44,0.007833438,0.2213092,0.2162509,0.1752751,0.1760973,9.809808e-06,1378892," 437718:22:58.892",1
"145",6532,0.1389102,0.163783,0.06291047,0,0,0.2967967,1.390665e-07,0.1388127,0.1646817,0.04800512,0,0,0.2968069,1.406572e-07,0.08476177,6.013219e-07,0.02265361,0.1112852,0.01358213,0.1024159,0.03367469,0.001996014,0.001199743,0.5289412,0.509717,1.437769e-09,1.689484e-09,0.08700334,0.07543837,0.09520014,0.09038145,0.02693659,0.03712633,0.07245794,0.4482526,0.05473666,0.05314334,0.2357899,0.2248859,0.2883823,0.2761939,0.3163483,0.3161187,0.07148232,-1.261169e-44,-1.261169e-44,0.007829309,0.2202693,0.2151949,0.1742032,0.1749587,6.50364e-06,1378908," 437718:22:58.908",1
"146",6533,0.1388979,0.1640812,0.0617925,0,0,0.2953589,1.279841e-07,0.1387942,0.1649725,0.04911892,0,0,0.2953709,1.294479e-07,0.08479895,5.534013e-07,0.0225807,0.1113699,0.01357766,0.1023194,0.03363016,0.002432081,0.001104289,0.5283438,0.5071902,1.32319e-09,1.554846e-09,0.08681703,0.07526768,0.09533238,0.09048399,0.02688932,0.03717923,0.07219442,0.448352,0.05457836,0.05301366,0.2360743,0.2249718,0.2881032,0.2757372,0.3159528,0.3157251,0.0716317,-1.261169e-44,-1.261169e-44,0.007820765,0.2187455,0.2134918,0.1734108,0.1741119,5.414935e-06,1378925," 437718:22:58.925",1
"147",6534,0.1390646,0.1647602,0.06169116,0,0,0.2934405,1.177848e-07,0.138956,0.1656508,0.04921174,0,0,0.293453,1.19132e-07,0.08473209,5.092997e-07,0.0224567,0.11137,0.01357118,0.1021242,0.03358656,0.002844949,0.001016369,0.5278164,0.5060292,1.217743e-09,1.430937e-09,0.08664673,0.07510081,0.09541398,0.09053295,0.02684812,0.03724068,0.07191186,0.4481716,0.05442061,0.05288177,0.2362624,0.2250092,0.287563,0.2750854,0.3153402,0.3151148,0.07182368,-1.261169e-44,-1.261169e-44,0.007813417,0.2176533,0.2121844,0.1724157,0.1730919,6.55686e-06,1378942," 437718:22:58.942",1
"148",6535,0.147952,0.1684203,0.06041685,0,0,0.2921008,1.083982e-07,0.1477862,0.1693022,0.05045256,0,0,0.292114,1.096381e-07,0.08464582,4.687126e-07,0.02236062,0.1113413,0.01357508,0.1020514,0.03357253,0.003346466,0.0009354171,0.5270652,0.5033484,1.120698e-09,1.316903e-09,0.08641361,0.07488947,0.09544081,0.09054638,0.02677673,0.0373547,0.07159524,0.4480662,0.05428845,0.05278228,0.2365323,0.2250983,0.2871118,0.2744832,0.3147908,0.3145669,0.07205118,-1.261169e-44,-1.261169e-44,0.007802077,0.2169288,0.2113474,0.1717979,0.1723953,8.852063e-06,1378958," 437718:22:58.958",1
"149",6536,0.2261092,0.195399,0.05596436,0,0,0.29145,9.975978e-08,0.226072,0.1962444,0.05484038,0,0,0.2914644,1.009008e-07,0.08449392,4.3136e-07,0.02235857,0.1112067,0.01357337,0.1021314,0.03354733,0.003819149,0.0008608957,0.5269706,0.5025661,1.031388e-09,1.211956e-09,0.08614797,0.07471041,0.09537537,0.09056418,0.02667788,0.03754347,0.07118784,0.4476866,0.05423298,0.05278266,0.2368829,0.2252863,0.286625,0.2739104,0.3127179,0.3125163,0.07253084,-1.261169e-44,-1.261169e-44,0.00778887,0.2165707,0.2110517,0.1714301,0.1718933,1.362691e-05,1378975," 437718:22:58.975",1
"150",6537,0.3928226,0.2216552,0.04214898,0,0,0.2898585,9.180972e-08,0.3927499,0.2223697,0.06842703,0,0,0.2898709,9.285984e-08,0.08467427,3.96984e-07,0.02245495,0.1111066,0.01354793,0.1028773,0.03344884,0.004158522,0.000792302,0.5319772,0.5087427,9.491944e-10,1.115373e-09,0.08601131,0.07467919,0.09537857,0.09080157,0.02657784,0.03772954,0.07079994,0.4475453,0.05429205,0.05282934,0.2370259,0.2254744,0.2867238,0.2738809,0.2774993,0.2772968,0.0788368,-1.261169e-44,-1.261169e-44,0.00778156,0.2161606,0.2107112,0.1712534,0.171341,1.939823e-05,1378992," 437718:22:58.992",1
