"","eyeBlinkLeft","eyeLookDownLeft","eyeLookInLeft","eyeLookOutLeft","eyeLookUpLeft","eyeSquintLeft","eyeWideLeft","eyeBlinkRight","eyeLookDownRight","eyeLookInRight","eyeLookOutRight","eyeLookUpRight","eyeSquintRight","eyeWideRight","jawForward","jawLeft","jawRight","jawOpen","mouthClose","mouthFunnel","mouthPucker","mouthLeft","mouthRight","mouthSmileLeft","mouthSmileRight","mouthFrownLeft","mouthFrownRight","mouthDimpleLeft","mouthDimpleRight","mouthStretchLeft","mouthStretchRight","mouthRollLower","mouthRollUpper","mouthShrugLower","mouthShrugUpper","mouthPressLeft","mouthPressRight","mouthLowerDownLeft","mouthLowerDownRight","mouthUpperUpLeft","mouthUpperUpRight","browDownLeft","browDownRight","browInnerUp","browOuterUpLeft","browOuterUpRight","cheekPuff","cheekSquintLeft","cheekSquintRight","noseSneerLeft","noseSneerRight","tongueOut","timeStamp","accurateTime","stressLevel"
"1",-2.026532e-11,0.02065605,0.04567984,0,0,0.1805008,0.1700973,-2.026499e-11,0.02161833,0.06425244,0,0,0.1804366,0.1700918,0.03595039,0.0005541429,0.00299796,0.01550747,0.01569983,0.05443056,0.01926469,9.501782e-14,0.0104712,0.04064478,0.02104786,6.75541e-08,5.763823e-07,0.1958715,0.1995562,0.1331607,0.1510664,0.05694442,0.07235574,0.1751841,0.06432992,0.04901697,0.04901297,0.02634643,0.02647107,0.05242315,0.05421008,0.1879502,0.1877937,0.08956691,0,0,0.02786195,0.06955388,0.07137106,0.09272231,0.09117848,5.053288e-06,2291893," 437695:38:11.893",0
"2",-1.865034e-11,0.0184017,0.04446525,0,0,0.1803152,0.174119,-1.865004e-11,0.01936358,0.06542674,0,0,0.1802482,0.1741119,0.03596049,0.0006792451,0.002759431,0.01545368,0.01568566,0.05440899,0.01922478,8.744566e-14,0.01028777,0.03959722,0.02044791,6.217058e-08,5.304493e-07,0.1977795,0.2020085,0.1329781,0.151048,0.05708537,0.07247578,0.1756021,0.06413669,0.04917824,0.04907721,0.02624922,0.02640761,0.05231562,0.0541608,0.187706,0.1875529,0.08953578,0,0,0.0279488,0.06946416,0.07128572,0.09264846,0.09116836,5.389895e-06,2291909," 437695:38:11.909",0
"3",-1.716406e-11,0.01604938,0.04472099,0,0,0.180246,0.1776709,-1.716378e-11,0.01701224,0.06512799,0,0,0.1801767,0.1776626,0.03598201,0.000847828,0.002539732,0.01537397,0.01565723,0.05444487,0.0191898,8.047694e-14,0.01010116,0.03513959,0.01814716,5.721608e-08,4.881767e-07,0.2000909,0.2048559,0.1327496,0.1509496,0.05727602,0.07252367,0.1773352,0.06395669,0.04943193,0.04923464,0.02610745,0.02629522,0.05228289,0.05418856,0.1876151,0.1874651,0.08945008,0,0,0.02808151,0.06936723,0.071217,0.092549,0.09113125,5.652446e-06,2291924," 437695:38:11.924",0
"4",-1.579622e-11,0.01368126,0.04344111,0,0,0.1803217,0.1808277,-1.579596e-11,0.01464431,0.06637789,0,0,0.1802502,0.1808189,0.03599374,0.0009842407,0.002337445,0.01528207,0.01561718,0.05447934,0.01913361,7.406356e-14,0.009970071,0.03326963,0.01704249,5.265642e-08,4.49273e-07,0.2038955,0.2096414,0.1324828,0.1508162,0.0574976,0.07256462,0.178772,0.06373769,0.04970654,0.04942332,0.02595074,0.02616699,0.05226843,0.05423757,0.1876249,0.1874782,0.08932208,0,0,0.02821102,0.06931394,0.07120556,0.09246098,0.0910864,5.792046e-06,2291941," 437695:38:11.941",0
"5",-1.453739e-11,0.01095484,0.04212131,0,0,0.1802024,0.1840409,-1.453715e-11,0.01191848,0.06764179,0,0,0.180129,0.1840299,0.03600286,0.001131007,0.002151228,0.01518162,0.01556938,0.05450566,0.01905593,6.816129e-14,0.009861976,0.03102473,0.01598312,4.846013e-08,4.134695e-07,0.2097923,0.2167473,0.1321406,0.1505831,0.05777505,0.07261707,0.1804427,0.06346946,0.05003355,0.04966535,0.02577009,0.02601223,0.05225866,0.0543041,0.1875203,0.1873773,0.08918036,0,0,0.02835919,0.06920454,0.07115791,0.0922654,0.09093606,6.417776e-06,2291958," 437695:38:11.958",0
"6",-1.337887e-11,0.008385325,0.04144099,0,0,0.1803061,0.1878749,-1.337865e-11,0.009349943,0.06830613,0,0,0.1802301,0.1878642,0.03594364,0.001222307,0.001979824,0.01508277,0.01551817,0.05450445,0.01894177,6.272938e-14,0.009809994,0.03051675,0.01587597,4.459825e-08,3.805193e-07,0.2158893,0.2233472,0.1318046,0.1504134,0.05797156,0.07271481,0.181098,0.06305507,0.05026115,0.04979666,0.02562004,0.02589129,0.05216248,0.05427385,0.1875237,0.187384,0.0890004,0,0,0.02843496,0.069208,0.07121122,0.09214927,0.09083742,7.833331e-06,2291975," 437695:38:11.975",0
"7",-1.231269e-11,0.007998541,0.04188134,0,0,0.1802745,0.1896407,-1.231248e-11,0.00896355,0.06786188,0,0,0.1801969,0.1896298,0.03590664,0.001320557,0.001822065,0.01501555,0.01548524,0.05450125,0.01886844,5.773035e-14,0.009711194,0.03042795,0.01589817,4.104412e-08,3.50195e-07,0.2180235,0.2256159,0.1314813,0.1501805,0.05813161,0.07280572,0.18167,0.0628105,0.05047649,0.04993641,0.02551303,0.02581092,0.0521122,0.05427779,0.1876158,0.1874791,0.08884152,0,0,0.02850702,0.06921081,0.0712527,0.09204357,0.09077341,8.817478e-06,2291992," 437695:38:11.992",0
"8",-1.133146e-11,0.006019543,0.0415501,0,0,0.1801891,0.1914166,-1.133128e-11,0.006985331,0.06815728,0,0,0.180111,0.1914054,0.03586252,0.001492271,0.00167687,0.01493753,0.01544358,0.05451101,0.01878711,5.31297e-14,0.009560026,0.03030805,0.01574665,3.777324e-08,3.222873e-07,0.2195365,0.227134,0.1311166,0.1498484,0.05832598,0.07289338,0.1823112,0.06253272,0.05073711,0.05012323,0.0253798,0.02570148,0.05208004,0.05429934,0.1877719,0.1876376,0.08863126,0,0,0.02860676,0.06919463,0.07127582,0.09189286,0.0906668,1.01867e-05,2292008," 437695:38:12.008",0
"9",-1.042844e-11,0.002878046,0.04085948,0,0,0.1802016,0.1935528,-1.042826e-11,0.003845201,0.06878911,0,0,0.1801227,0.1935419,0.03583917,0.00164596,0.001543242,0.01486542,0.01540292,0.05450776,0.01869622,4.889569e-14,0.009418406,0.03021865,0.01555216,3.476301e-08,2.966036e-07,0.2207147,0.2282768,0.1308201,0.1496025,0.05854374,0.07299631,0.1828713,0.06224715,0.05099369,0.05030643,0.02525668,0.0256003,0.05205071,0.0543198,0.187902,0.1877695,0.08843481,0,0,0.028707,0.06918249,0.07128761,0.09174012,0.09053389,1.084408e-05,2292025," 437695:38:12.025",0
"10",-9.597373e-12,0.0008504561,0.0407246,0,0,0.1805552,0.1944171,-9.597215e-12,0.001818391,0.06887069,0,0,0.1804755,0.1944065,0.03582172,0.001781037,0.001420261,0.01479016,0.01535853,0.05451221,0.01860414,4.49991e-14,0.00928505,0.0299494,0.01509437,3.199268e-08,2.729667e-07,0.2216724,0.2291514,0.1305094,0.1493583,0.05876896,0.07311119,0.1833899,0.06196318,0.05124881,0.0504872,0.0251211,0.02548669,0.05201077,0.05431518,0.1881811,0.1880496,0.08821021,0,0,0.0288209,0.06917743,0.07130153,0.09156815,0.09035981,9.965595e-06,2292042," 437695:38:12.042",0
